,id,label,comment,AWS Labels,AWS Scores
947,758799,neutral,well the above ascii art did not really work in jira :-( will attach a file.  ,NEGATIVE,0.997805893
948,759590,neutral,Martin wrote: > Well first of all sorry if I offended someon putting the issue because it seems that I got hard responses.  You don't have to be sorry. I'm not against building a DB PM that uses a connection pool. I just had (and still have) doubts how this contributes to increased concurrency because concurrency is mostly controlled outside of the PM.  It wasn't my intention to criticise anyone on a personal level.,NEGATIVE,0.506993353
949,762126,negative,Oh sorry will submit them tomorrow. Hmm svn diff is really strange. Don't know why the files were not included though I did the diff from the src/java/o/a/c/jci dir.,NEGATIVE,0.784730613
950,765685,neutral,Fixed in SVN.  Will let Vincenzo close it if he is satisfied.,NEUTRAL,0.574777067
951,765985,neutral,Please submit an diff against the v2.3.1 branch.,NEUTRAL,0.976273656
952,767059,positive,Thanks for your patch and your investigations! I reopen the issue will apply the patch soon.,POSITIVE,0.83825475
953,767194,positive,Tnx for the quick fix. Works perfect!,POSITIVE,0.998768032
954,767366,positive,Patch applied thank you.,POSITIVE,0.799283326
955,773072,neutral,"""I did NOT want to add a """"framework"""" but rather *exactly* the opposite. """,NEUTRAL,0.725344777
956,775507,positive,Hi Chris could you add my username as initial developers for the Spark JIRA? Thanks.,NEUTRAL,0.838498414
957,775786,neutral,[INFO] Repository Target 'org.apache.tez' is created. [INFO] Staging Profile 'org.apache.tez' is created. [INFO] Privileges (CRU) 'org.apache.tez - Public Repositories' are created. [INFO] Privileges (CRUD) 'org.apache.tez - Snapshots' are created. [INFO] Role 'org.apache.tez Deployment Role' is created. [INFO] Role 'tez' is added to user 'acmurthy'. [INFO] Role 'tez' is added to user 'billgraham'. [INFO] Role 'tez' is added to user 'bikas'. [INFO] Role 'tez' is added to user 'bobby'. [INFO] Role 'tez' is added to user 'cdouglas'. [INFO] Role 'tez' is added to user 'daryn'. [INFO] Role 'tez' is added to user 'ddas'. [INFO] Role 'tez' is added to user 'gates'. [INFO] Role 'tez' is added to user 'gopalv'. [INFO] Role 'tez' is added to user 'gunther'. [INFO] Role 'tez' is added to user 'hitesh'. [INFO] Role 'tez' is added to user 'hashutosh'. [INFO] Role 'tez' is added to user 'jghoman'. [INFO] Role 'tez' is added to user 'jitendra'. [INFO] Role 'tez' is added to user 'jlowe'. [INFO] Role 'tez' is added to user 'julien'. [INFO] Role 'tez' is added to user 'kevinwilfong'. [INFO] Role 'tez' is added to user 'mattmann'. [INFO] Role 'tez' is added to user 'mliddell'. [INFO] Role 'tez' is added to user 'namit'. [INFO] Role 'tez' is added to user 'nroberts'. [INFO] Role 'tez' is added to user 'omalley'. [INFO] Role 'tez' is added to user 'sseth'. [INFO] Role 'tez' is added to user 'tgraves'. [INFO] Role 'tez' is added to user 'tomwhite'. [INFO] Role 'tez' is added to user 'vikram'. [INFO] Role 'tez' is added to user 'vinodkv'. -- Nexus repository was prepared successfully. --  Configuration has been prepared now you can: * Deploy snapshot artifacts into repository https://repository.apache.org/content/repositories/snapshots * Deploy release artifacts into the staging repository https://repository.apache.org/service/local/staging/deploy/maven2 * Promote staged artifacts into repository 'Releases' * Download snapshot and release artifacts from group https://repository.apache.org/content/groups/public * Download snapshot release and staged artifacts from staging group https://repository.apache.org/content/groups/staging ,NEUTRAL,0.999049127
958,778244,neutral,<danielsh> yes we're aware of the recurrence ,NEUTRAL,0.569777548
959,778485,positive,Much obliged! Thank you! :),POSITIVE,0.996389568
960,779148,positive,Hi Pieter  it looks fine now ,POSITIVE,0.928021252
961,779230,negative,<pctony> Herbert sorry we cannot do this.  The scope of the blemlist AIUI is at the SVN repo level - and we run a single repo for all the ASF projects.  However buildbot works at the per-project level. Short of perhaps re-writing all of our buildbot mechanisms from the SVN master this is not do-able. Sorry. ,NEGATIVE,0.654967487
962,779706,positive,Thanks Joe!,POSITIVE,0.976936638
963,781112,neutral,Can put the info in this file on people: -rwx------  1 dblevins  dblevins  0 Jul 12 21:00 /home/dblevins/INFRA-5044 ,NEUTRAL,0.997003973
964,781491,neutral,<pctony> This has been done.  It should work just fine I'll be doing some more work on JIRA later and will force a re-index then so this might look better after that. Have a look around. ,NEUTRAL,0.523096979
965,781920,neutral,Duplicate of INFRA-4886,NEUTRAL,0.999039173
966,781926,neutral,Two more IDs for initial access: greid and brock.,NEUTRAL,0.937525749
967,783869,positive,Thanks Daniel. We will get back on this as soon as we have the correct information. Thank you. ,POSITIVE,0.909314692
968,784007,positive,Thanks did that. Hopefully it syncs now. Cheers --Kurt,POSITIVE,0.981760919
969,785517,negative,Sorry forgot that dev lists were merged before JMeter was made TLP,NEUTRAL,0.892820537
970,785998,neutral,Added to all-developers group which has this permission.,NEUTRAL,0.487178296
971,786256,neutral,dist dirs created also. ,NEGATIVE,0.947385192
972,787532,negative,You are missing my point sorry   By 'check in normally' I mean just commit them using 'svn add ...' 'svn commit ..' not 'svn import' you cant do that.  people.apache.org was down for a while but is now back that however is not related as you dont need to access people.apache.org to commit to svn. ,NEGATIVE,0.893369496
973,789935,neutral,Created the DTACLOUD wiki space.,NEUTRAL,0.863517225
974,793286,positive,Hey thanks for that I gave it some testing and thought about it over the weekend and it looks perfect thanks!  - Aidan,POSITIVE,0.988420844
975,793682,positive,Thanks!,POSITIVE,0.97756654
976,793785,neutral,This was taken care of already.,POSITIVE,0.61318177
977,795420,neutral,commits@mina created.,NEUTRAL,0.974898517
978,795666,neutral,I've upped the httpd timeout from 5 mins to 30. I didn't see any OutOfMemoryErrors in the logs so hopefully this will fix it. Please give it another try.,NEGATIVE,0.695922375
979,797778,positive,Oh well. Many thanks anyways  Oleg,POSITIVE,0.942814171
980,798067,positive,Thanks!,POSITIVE,0.97756654
981,800945,positive,Great idea.,POSITIVE,0.999445617
982,801088,neutral,Hi Arpana    ,MIXED,0.979462981
983,802537,neutral,I believe this is a duplicate of HTTPCORE-328  Oleg,NEUTRAL,0.989697039
984,803176,positive,Oleg  A minor comment.. I don't see why the close() method would throw an IOException..  thanks asankha,NEUTRAL,0.903200567
985,807477,neutral,Olaf  Please also consider submitting a test case for this issue. This will increase the chances of the patch getting committed sooner rather then later  Oleg,NEUTRAL,0.89295435
986,807840,negative,Sorry I was wrong about needing to fix Gump - that just needs the build.xml patch to remove the copy of the files in lib.,NEGATIVE,0.812763631
987,808676,positive,You are right. I missed that point. I am +1  Oleg,POSITIVE,0.50670433
988,808819,positive,That fixes my testcase.  Thank you!,POSITIVE,0.969303668
989,810039,neutral,Oleg  I agree it does seem that the presence of the Proxy-Authorization header on the already authenticated connection causes re-authentication.  So for NTLM to work the proxy-auth header must be removed once authenticated.  I don't think either patch 2 or 3 handles this case unless (in the case of patch 2) the host also uses NTLM.  What we really need is a way to remove NTLM headers after the authentication has succeeded.  Mike,NEUTRAL,0.80970794
990,810235,positive,Looks fine to me.   Oleg,POSITIVE,0.84309417
991,811617,positive,Looks good to me.  Mike,POSITIVE,0.908648968
992,811759,neutral,Created an attachment (id=6644) SSL Guide (take 1) ,NEUTRAL,0.996820927
993,813251,positive,Committed to trunk. Thanks Sergey!,POSITIVE,0.771852732
994,813418,positive,Committed to trunk. Thanks Prasanth!,POSITIVE,0.905924022
995,814982,positive,Thank you for the patch Xuefu! I have committed it to trunk!,POSITIVE,0.982731998
996,815364,positive,Committed to trunk. Thanks Teddy!,POSITIVE,0.847211957
997,815415,positive,Committed to trunk. Thanks Sushanth!,POSITIVE,0.908202291
998,815513,positive,Committed to trunk. Thanks Sushanth!,POSITIVE,0.908202291
999,816973,positive,Committed to trunk. Thanks Navis! [~thejas] I will recommend inclusion of this bug fix in 0.12 as well.,POSITIVE,0.937115252
1000,817237,negative,Sorry my bad. Let me upload what I have.,NEGATIVE,0.892396092
1001,817418,neutral,[~brocknoland] Did this not patch?,NEUTRAL,0.995929658
1002,818419,neutral,The patch is generated against the latest trunk.,NEUTRAL,0.848297358
1003,818811,neutral,We did agree to produce a hive release in less then 3 months that did not use the NPath trademark. This jira is to specifically address that. ,NEUTRAL,0.494970351
1004,819836,positive,Committed to trunk. Thanks Harish!,POSITIVE,0.858121157
1005,819864,positive,Committed to trunk. Thanks Harish!,POSITIVE,0.858121157
1006,821537,positive,I see you rebased the patch thanks a lot.,NEGATIVE,0.434643
1007,821561,positive,Committed to branch. Thanks Remus!,POSITIVE,0.868734241
1008,821707,neutral,This patch effectively reverts the HIVE-4688 change. The NPE is fixed in VectorizedRowBatch by HIVE-4758.,NEUTRAL,0.939467609
1009,822226,neutral,Brock commented two test failed.   org.apache.hadoop.hive.cli.TestNegativeMinimrCliDriver.testNegativeCliDriver_mapreduce_stack_trace_hadoop20 org.apache.hcatalog.fileformats.TestOrcDynamicPartitioned.testHCatDynamicPartitionedTable  Can you assert that? I cannot reproduce.,NEUTRAL,0.95825541
1010,823313,neutral,Correction to the design of this feature (I can't edit comments because of permissions so adding another comment). In case the seconds field needs more than 31 bit the first VInt is {{-1-reversedDecimal}} regardless of whether {{reversedDecimal}} is zero or not.,NEGATIVE,0.637500405
1011,824949,positive,Committed to trunk. Thanks Gunther!,POSITIVE,0.842489719
1012,825341,positive,Committed. Thanks Gang Tim Liu,POSITIVE,0.863639772
1013,825434,positive,Committed. Thanks Navis,POSITIVE,0.894003928
1014,825480,positive,Committed to trunk. Thanks Thejas!,POSITIVE,0.956850171
1015,827101,positive,Committed. Thanks Jarek,POSITIVE,0.950028062
1016,827132,positive,Hi  Thanks! Too be honest I haven't looked at noop much. It was just used in the original patch. I'look at your updated patch and see what more work needs to be done. ,POSITIVE,0.890105009
1017,828325,neutral,Dupe of HIVE-3869,NEUTRAL,0.999316573
1018,828832,positive,Committed to trunk and 0.9 branch. Thanks Arup!,POSITIVE,0.906998396
1019,829697,positive,[~shreepadma] thank you for working on it.   Do you have plan when you submit a patch? I know it takes efforts to code and test in 4 different types of databases.   Would you please release mysql version first? Then file a jira to follow up Postgres/Oracle/Derby. Just a suggestion for fast release but up to you to decide.   thanks a lot again Tim,POSITIVE,0.685816586
1020,829752,positive,+1 Thanks Sambavi,POSITIVE,0.982512474
1021,829879,positive,Committed to trunk. Thanks Prasad!,POSITIVE,0.910108685
1022,830148,positive,Committed thanks Jingwei.,POSITIVE,0.783718109
1023,830187,neutral,Fixed for comments added new patch.,NEUTRAL,0.680772483
1024,830192,positive,Committed thanks Sambavi.,POSITIVE,0.895155609
1025,830782,positive,Committed thanks Maheshwaran.,POSITIVE,0.874033749
1026,830944,positive,Committed. Thanks Tim,POSITIVE,0.836577952
1027,832280,neutral,This bug is a duplicate of HIVE-3253.,NEGATIVE,0.807868242
1028,832695,neutral,Marking as open since looks like it needs some more work.,NEGATIVE,0.94563657
1029,832728,positive,Committed thanks Namit.,POSITIVE,0.794837296
1030,833158,negative,Carl - Sorry I missed that though I did see it on the logs 2x the other being this one. Fixed in this patch.,NEUTRAL,0.613603532
1031,833354,positive,Committed to trunk. Thanks Tim!,POSITIVE,0.902142406
1032,833905,neutral,yes,POSITIVE,0.53214252
1033,836070,neutral,"""kevinwilfong updated the revision """"HIVE-2797 [jira] Make the IP address of a Thrift client available to HMSHandler."""". Reviewers: JIRA njain ashutoshc    Ran updated my checkout.  REVISION DETAIL   https://reviews.facebook.net/D1701  AFFECTED FILES   shims/src/common/java/org/apache/hadoop/hive/thrift/TUGIContainingTransport.java   metastore/src/test/org/apache/hadoop/hive/metastore/TestRemoteUGIHiveMetaStoreIpAddress.java   metastore/src/test/org/apache/hadoop/hive/metastore/IpAddressListener.java   metastore/src/test/org/apache/hadoop/hive/metastore/TestRemoteHiveMetaStoreIpAddress.java   metastore/src/java/org/apache/hadoop/hive/metastore/TUGIBasedProcessor.java   metastore/src/java/org/apache/hadoop/hive/metastore/TSetIpAddressProcessor.java   metastore/src/java/org/apache/hadoop/hive/metastore/HiveMetaStore.java """,NEUTRAL,0.958277166
1034,836245,positive,Committed to trunk. Thanks Francis!,POSITIVE,0.704620838
1035,838493,neutral,Hi  Can we bump this please? I just came up against this issue wrote the patch was about to submit it only to find it already here...  Cheers.,NEGATIVE,0.615033209
1036,838575,positive,Committed. Thanks Robert!,POSITIVE,0.903303266
1037,838881,positive,committed thanks Xiao Li!,POSITIVE,0.940719128
1038,839644,positive,Passed tests and committed to trunk.  Thanks Charles! ,POSITIVE,0.518295646
1039,840403,positive,Committed. Thanks Kevin!,POSITIVE,0.945659935
1040,850284,positive,Committed and was my first commit. Thanks to all.,POSITIVE,0.971993804
1041,850510,positive,siying can you rebase this patch? thanks!,NEGATIVE,0.596522033
1042,850624,positive, ----------------------------------------------------------- This is an automatically generated e-mail. To reply visit: https://reviews.apache.org/r/898/ -----------------------------------------------------------  (Updated 2011-06-15 20:24:15.631412)   Review request for hive.   Changes -------  address Ning's comments. Did the minimum change and the performance is acceptable. We can try to remove empty path check if in future we see the latency is not good.   Summary -------  speedup addInputPaths   This addresses bug HIVE-2218.     https://issues.apache.org/jira/browse/HIVE-2218   Diffs (updated) -----    trunk/ql/src/java/org/apache/hadoop/hive/ql/exec/ExecDriver.java 1135335    trunk/ql/src/java/org/apache/hadoop/hive/ql/io/CombineHiveInputFormat.java 1135335   Diff: https://reviews.apache.org/r/898/diff   Testing -------  yes.   Thanks  Yongqiang  ,NEUTRAL,0.983330667
1043,850631,positive,Committed thanks Jiayan!,POSITIVE,0.86728555
1044,851429,positive,Committed. Thanks Ning,POSITIVE,0.581954181
1045,852981,positive,+1 Patch looks good,POSITIVE,0.967894852
1046,853021,positive,Committed! Thanks Namit!,POSITIVE,0.977199614
1047,853348,positive,Committed! Thanks Liyin!,POSITIVE,0.9718768
1048,853560,positive,Committed. Thanks Yongqiang,POSITIVE,0.937199891
1049,853579,positive,Committed. Thanks Siying,POSITIVE,0.850827277
1050,855387,neutral,Made some more progress with kryo plan serialization. Check-pointing WIP patch.,NEUTRAL,0.921295583
1051,855716,positive,committed to trunk. thanks Ning. ,NEGATIVE,0.454572439
1052,855897,neutral,Maven I am on the fence about it. We actually do not need all the libs I included. Having them in a tarball sounds good but making a maven repo for only this purpose seems to be a lot of work.  {quote} Should we attempt to factor out the HBase commonality immediately or commit the overlapping code and then do refactoring as a followup? I'm fine either way,POSITIVE,0.618689477
1053,856703,positive,Committed. Thanks Ashish!,POSITIVE,0.99515003
1054,857469,positive,Committed. Thanks Namit!,POSITIVE,0.964592874
1055,858083,neutral,When I ran make-maven target build failed with following error: {noformat} BUILD FAILED /Users/amarsri/hive/build.xml:706: Warning: Could not find file /Users/amarsri/hive/build/ql/pom.xml to copy. {noformat}  I don't see any pom files created in build directory. ,NEGATIVE,0.967780471
1056,859236,positive,Committed. Thanks Ning,POSITIVE,0.581954181
1057,861034,positive,Committed. Thanks Yuntao!,POSITIVE,0.965813398
1058,861156,positive,Committed. Thanks Zheng!,POSITIVE,0.890762866
1059,861182,positive,Committed. Thanks Namit!,POSITIVE,0.964592874
1060,861885,positive,Committed. Thanks Namit.,POSITIVE,0.890903056
1061,862292,positive,Thanks Zheng!,POSITIVE,0.989823997
1062,862518,positive,+1  looks good - will commit if the tests pass,POSITIVE,0.905688405
1063,862756,positive,Hi   Ií_í_Œém trying to use hive performance benchmark. I read README file and followed step by step and finally I reached to the  data generation part. Teragen has no problem but I face a problem with htmlgen.  I configured something to my own cluster (40 VMs) and launched generateData.py  but it never finished! I launched it about 10 hours ago..  So I modified UserVisits and Rankings in config.txt to be smaller but it was also failed. Even it consumed very little resources when I saw 'top' information in the ubuntu.  Have you guys ever met this kinds of problems?  And if you have how did you solve this problem?  Thank you so much ,NEGATIVE,0.771775723
1064,863638,neutral,Jerome I did a skeleton of the code to use HashMap. Do you want to start from there and add what is missing? ,NEUTRAL,0.673589349
1065,864170,negative,Running tests on this. Will commit once it is done. Sorry this one fell off my radar...,NEGATIVE,0.884683728
1066,864344,neutral,the mirror.facebook.com/hive site was already taken offlne.,NEGATIVE,0.818668962
1067,864808,positive,Committed. Thanks a lot very much Ashish!!,POSITIVE,0.995290995
1068,864980,positive,Committed. Thanks Yongqiang,POSITIVE,0.937199891
1069,865475,negative,Sorry for trouble. I didn't realize that port and context path is configured via pax web & cxf bundle configuration in Servicemix ,NEGATIVE,0.862351894
1070,866236,positive,committed! to branch hadoop-eclipse-merge. Thanks Srimanth.  ,POSITIVE,0.726043284
1071,870626,positive,+1 patch looks good.  The checkstyle.xml is specified in hadoop-project-dist/pom.xml .,POSITIVE,0.919206917
1072,871129,positive,Thanks Uma for looking at the Jira. I think it should work fine with BPOfferService#registrationSucceeded(..) synchronized. Will post a patch soon after verifying it. ,POSITIVE,0.887986362
1073,872204,neutral,yes- this is HDFS-4866 releated. I've added reference.,NEUTRAL,0.433588356
1074,872829,positive,the patch looks good to me aside from the lack of unit tests.,MIXED,0.989330888
1075,873349,positive,+1 patch looks good.,POSITIVE,0.968827784
1076,873832,positive,+1 patch looks good.  This cleans up a lot of code.,POSITIVE,0.973264992
1077,874721,positive,Thanks a lot for the review Todd.  The test failure is unrelated and is already tracked by another JIRA. I'm going to commit this momentarily.,NEGATIVE,0.46883291
1078,874794,neutral,Also {noformat} +        NetUtils.getDefaultSocketFactory(conf) +        org.apache.hadoop.ipc.Client.getTimeout(conf) defaultPolicy).getProxy(),NEUTRAL,0.999015093
1079,874800,positive,I have committed the patch to trunk branch-2 and branch-2.0.4-alpha. Thanks you Jagane!,POSITIVE,0.929409266
1080,876691,positive,I've just committed this to trunk and branch-2. Thanks a lot for the reviews/testing Chris and Todd.,POSITIVE,0.424971014
1081,876803,positive,I've just committed this to the HDFS-347 branch.  Thanks a lot for the contribution Colin.,POSITIVE,0.850987256
1082,876863,positive,The patch looks good to me. Some minors:  1. javadoc for two getINode() in SnapshotDiffList.java  2. We have DirectoryDiff ChildrenDiff Diff SnapshotDiff this is a little bit hard to follow. How about some renaming like SnapshotDiffForDirectory SnapshotDiffForFile?  3. SnapshotDiff#combinePosterior(final D posterior final BlocksMapUpdateInfo collectedBlocks)    can be renamed to deletePosterior or combineAndDeletePosterior so as to distinguish with Diff#combinePosterior? ,MIXED,0.779940665
1083,877271,neutral,critical typo above... should have written:  These *idempotent* calls serve to find the correct active NN and then the following non-idempotent ones succeed,NEUTRAL,0.98041141
1084,877358,neutral,On second thought I removed the patch. This would just be working around the problem. I could live with a verdict that this dev environment is broken in some way that I'm just not seeing. Or there is another option that avoids what looks like an enumeration over local addresses for reverse lookups (including virbr networks). Since this is all localhost testing mocking the resolver is not unreasonable.,NEGATIVE,0.989936113
1085,878313,neutral,One more comment this should be in the incompatible section in CHANGES.txt.,NEGATIVE,0.596576869
1086,879562,positive,"""The latest patch looks pretty good to me. Two small nits +1 once these are addressed: # Generally in the Hadoop codebase we put the """"@Test"""" annotation right above the method declaration below the method comment: {code} +  @Test +  /* +   * test #toString() for typical VolumeId equality classes +   */ {code} # In the class declaration of INVALID_VOLUME_ID I recommend putting a blank line between the methods being declared there.  Thanks a lot for improving the test coverage in this area of the code Ivan and thanks a lot to Andrew for your reviews of these patches.""",POSITIVE,0.720564127
1087,879583,positive,That sounds good. New patch uploaded.,POSITIVE,0.994490623
1088,880626,neutral,Due to the java compiler bugs Jing mentioned I have reverted the commit.,NEGATIVE,0.536935806
1089,880837,positive,+1 patch looks good.,POSITIVE,0.968827784
1090,881156,positive,Thanks to Todd and Colin for the suggestions this is much cleaner.  I'm still looking for pointers on where to go for my Checksum byte-wrangling (now in FSEditLogOp#getRawChecksum).,POSITIVE,0.949775577
1091,882588,positive,Thanks a lot for the review Todd. I've just committed this to the HDFS-3077 branch.,POSITIVE,0.834621906
1092,882808,neutral,This actually depends on HDFS-3863 so not committing until that one is in.,NEUTRAL,0.73708725
1093,882860,positive,Thanks Kihwal!,POSITIVE,0.999107301
1094,883997,neutral,Colin the approach and your patch looks good to me.  What's the latest on testing?  Eg you verified a v1 install with hsync files correctly upgraded (eg leases recovered) to v2 or trunk build with this patch?   Nicholas do you have cycles to take a look? I spent a while paging in the relevant code and the patch/testing look good to me but would be good to have another set of eyes. The patch itself is straight-forward so mostly around subtleties. ,POSITIVE,0.848976851
1095,884051,positive,The patch looks pretty good to me. One question for you though: does loosening this check for the QJM case not unnecessarily weaken the check in the non-QJM case?,POSITIVE,0.733213723
1096,884943,positive,The patch looks good to me. +1 pending Jenkins.,POSITIVE,0.968586385
1097,886848,positive,I have committed this.  Thanks Junping!,POSITIVE,0.801309943
1098,888435,neutral,There is no close() in FileContext.  Users are not supposed to close FileContext.,NEGATIVE,0.941193879
1099,889166,positive,+1 Looks good I will commit this patch.,POSITIVE,0.907435536
1100,889783,positive,+1 patch looks good.  I have committed this.,POSITIVE,0.935062468
1101,891732,positive,"""Hi Ivan  Thanks a lot for the patch. Few comments.  1)  Patch does not apply cleanly. many Hunk failure while applying patch.  {noformat} Hunk #13 FAILED at 264. Hunk #14 FAILED at 281. Hunk #15 FAILED at 293. Hunk #16 FAILED at 309. Hunk #17 FAILED at 332. Hunk #18 FAILED at 345. Hunk #19 FAILED at 362. Hunk #20 FAILED at 372. Hunk #21 FAILED at 395. {noformat}  Could you please regenerate on the correct trunk code base?  2) TestBookKeeperHACheckpoints.java:   {code} conf.set(DFSConfigKeys.DFS_NAMENODE_SHARED_EDITS_DIR_KEY +             BKJMUtil.createJournalURI(""""/checkpointing"""" + journalCount++) +             .toString())""",NEUTRAL,0.735069633
1102,891841,neutral,Hi colin I agree that scatter/gather typically refers to multiple input tuples of (position length). Yes we can extend the api to include that.  The reason my original proposal did not include that was because I was mostly targetting this api to reduce the number of buffer copies. ,NEUTRAL,0.885223866
1103,892685,neutral,"""- Mind chiming in on the rationale of the setQuota vs setSpaceQuota naming (ie the former for namespace)? - Agree w Nicholas that we should move setQuota from DFS to this admin class let's do that in a follow on change  There's an extra """"/**"""" in the setQ""",NEUTRAL,0.99489224
1104,894609,neutral,Yes for create/append,POSITIVE,0.852849782
1105,898610,neutral,Attached patch,NEUTRAL,0.988410473
1106,898645,positive,Looks very good. +1,POSITIVE,0.958708227
1107,898774,neutral,looks like the test-patch build ran before HADOOP-7753 was integrated in the snapshot build. I'll wait half an hour or so and retrigger this test-patch. Meanwhile should be good to review.,POSITIVE,0.806095064
1108,898944,positive,+1 looks good. As for the naming: [JIRA].patch stands for trunk patch IMO. Any branch designations can be add as qualifiers. Thanks,POSITIVE,0.790467262
1109,899420,positive,+1 Thanks Harsh the patch looks good.  > Also might it be reasonable to mark just isInSafeMode @InterfaceStability.Stable?  Since this is a new API we are not sure if want to change it.  Let's leave it as-is for the moment.,POSITIVE,0.821963847
1110,899541,neutral,Reopened for trunk fix.,NEGATIVE,0.48826474
1111,900081,positive,Thanks for reviewing Suresh. Committed to trunk.,POSITIVE,0.86704874
1112,900454,neutral,Duplicate of HDFS-2321,NEUTRAL,0.999720514
1113,901112,positive,I just committed this to trunk. Thank you Uma.  The patch does not apply to 0.23 branch any more. I recommend it for back porting.,NEGATIVE,0.53804481
1114,901903,neutral,Remove from 0.20.205 in hopes that HDFS-2342 did indeed fix TestHdfsProxy.testHdfsProxyInterface.,NEUTRAL,0.538392961
1115,903101,positive,Thanks a lot for fixing those issues Alejandro. I re-ran all the tests I ran last night and everything worked great.  Additionally I tried out test-patch.sh which seemed to work flawlessly.  +1 patch looks good to me.,POSITIVE,0.996659994
1116,903886,positive,Committed to branch thanks Eli,POSITIVE,0.819623113
1117,904326,positive,Thanks a ton for your review Todd. Here's an updated patch which addresses all of your comments except the following.  bq. In EditLogFileInputStream why do we need to pass isInProgress as a boolean? If it's in-progress that means we don't know the lastTxId so it would be INVALID_TXID right? So we can implement isInProgress() by just comparing lastTxId.  Because in the case of pre-transactional ELFIS we pass in INVALID_TXID even though the log is not yet in progress.  I'm still working on producing an updated patch which also adds testing for the pending DN message queues.,NEUTRAL,0.634419799
1118,905010,positive,Great I think we are all on the same page then! We'll move forward down this route. Thanks for taking a look.,POSITIVE,0.9840644
1119,905436,positive,I have committed this.  Thanks CW!,POSITIVE,0.973874688
1120,906562,positive,I have committed the patch for trunk.  Thanks Tanping!,POSITIVE,0.946457088
1121,907019,neutral,The TestFileConcurrentReader failure seems to be happening on a lot of builds. It's caused by the process running out of file handles. Maybe ulimit needs to be changed on the hudson server.,NEGATIVE,0.946469128
1122,908471,neutral,Hi Eli didn't realize you were going to look at TestDatanodeBlockScanner too.  I did extensive mods to it as part of HDFS-1295.  Let's take a look and compare.,NEUTRAL,0.635313749
1123,908835,neutral,Here's a potential fix for this. close() and hflush() now may throw InterruptedIOException if the thread has interrupt status. It's a bit tricky because they won't *always* throw it - if they weren't going to block they will return immediately (with interrupt status preserved),NEGATIVE,0.976179361
1124,909163,positive,+1  Looks good to me!,POSITIVE,0.930427313
1125,913040,neutral,Todd I briefly looked at the patch. It looks like you are trying to get rid of the Journal Spool in BN. Correct me if I am wrong. I don't think you can. BN makes a checkpoint from its memory state which differs it from SNN and CN. While it does it the namespace should be locked (for modifications) so the edits go into journal spool which is reapplied to memory after the checkpoint is finished. Please see the design doc in HADOOP-4539.,NEUTRAL,0.77008301
1126,913188,positive,"""Hi Hairong the speedups you measured with this patch are very impressive.  It would be great to have it included in the system.  The patch still applied successfully to current trunk when I tried it.  So can you please go ahead and """"submit patch"""" so we see how it does with test-patch?  And I'll review it and try to get someone else to also.  Thanks!""",POSITIVE,0.952716172
1127,913211,neutral,submit patch,NEUTRAL,0.841698945
1128,913996,neutral,Attaching a patch that adds javadoc in the FileSystem class.,NEUTRAL,0.944652319
1129,914180,neutral,hi dhruba borthakur   I am using the 20.1 version.. I put NameNode in safemode and then i executed the save namespaceBut editlogs are not corrupted.. can u please give exact scenario to reproduce this.,NEUTRAL,0.889252305
1130,914926,positive,+1 patch looks good. Please submit the patch for verification so it can be committed into the trunk and merged all the way back. Thanks.,POSITIVE,0.823489547
1131,915205,neutral,No this is not the right fix. HDFS can *not* depend on MapReduce. Please remove the dependence completely.,NEGATIVE,0.968896508
1132,916164,positive,I've just committed this. Thanks Edwin!,POSITIVE,0.927633643
1133,916397,positive,Looks good.  +1 pending Hudson.,POSITIVE,0.885288894
1134,916806,negative,Hi Lars. Sorry I wasn't watching this before so I missed your work til you mentioned it on the HBase JIRA. I'll try to take a look at this this week. Feel free to grab me on IRC if you have specific questions.,NEUTRAL,0.678224981
1135,917730,neutral,Latest version still needs hudson right?,NEUTRAL,0.914007783
1136,917910,neutral,Created HADOOP-6281.,NEUTRAL,0.996531665
1137,918343,neutral,TestBlockTokenWithDFS fails for the same reason.,NEGATIVE,0.985064447
1138,918351,neutral,"""could you also remove """">>>>>>>>>>>>"""" from line 1504 """,NEUTRAL,0.980109453
1139,919121,neutral,"""# In DataStorage.linkAllBlocks() you commented our the {{toDir.mkdir()}} part. You probably wanted to remove it. # I would avoid all spelling formatting commenting empty line changes because they will make merging hard. # Don't think introducing {{FINALIZED_DIR_NAME}} in {{MiniDFSCluster}} is a good idea. It is better than what we have now - a plain string {{current}}. {{DataStorage}} is a public class we should rather add a public static method to it {{getFinalizedDirectoryName()}}. Then """"finalized"""" will defined only in one place.""",NEGATIVE,0.609488308
1140,919165,positive,+1 patch looks good.,POSITIVE,0.968827784
1141,924628,neutral,The new patch uses fs.makeQualified(path) as suggested.,NEUTRAL,0.935470819
1142,925753,neutral,this patch fixes the dir permissions,NEUTRAL,0.546932459
1143,925879,positive,Committed to trunk and branch-0.4. Thanks Rohini.,POSITIVE,0.719381452
1144,926044,positive,+1 looks good.  I'll commit once HCATALOG-239 is in.,POSITIVE,0.922474027
1145,926123,positive,Committed to trunk. Thanks Enis!,POSITIVE,0.846556246
1146,928234,neutral,HBASE-10079 now looks like a race in the tablename caching. Not related to the locking here.,NEGATIVE,0.630950332
1147,930467,positive,Integrated into trunk and 0.96. Thanks.,POSITIVE,0.915501952
