id,Watson Score,Watson Analysis,"Google Score,Magnitude",google Magnitude,LabeldetGoogle,label
968020,,negative,-0.4,1.6,negative,neutral
968356,,neutral,0.1,0.6,neutral,positive
969999,,negative,-0.3,1.4,negative,negative
971624,,negative,-0.6,1.2,negative,neutral
971947,,positive,0,0.9,neutral,neutral
972552,,positive,0.2,0.6,neutral,positive
972930,,positive,0.2,0.4,neutral,positive
973458,,neutral,0.1,0.2,neutral,neutral
974692,,positive,0,0.1,neutral,positive
975024,,positive,0.1,0.4,neutral,positive
976829,,neutral,-0.2,0.2,neutral,neutral
977045,,positive,-0.5,0.5,negative,neutral
977567,,negative,-0.7,0.7,negative,neutral
978320,,positive,0,0,neutral,positive
979904,,negative,0,1.2,neutral,neutral
980790,,positive,0.5,1.1,positive,positive
981762,,positive,0.1,0.3,neutral,positive
982819,,positive,0.2,0.6,neutral,positive
986872,,positive,0.1,0.2,neutral,positive
988456,,negative,0,0,neutral,neutral
990136,,negative,0,0.3,neutral,neutral
991947,,positive,0.1,10.2,neutral,neutral
992335,,positive,0.1,0.4,neutral,positive
992545,,positive,0,0.3,neutral,positive
993157,,negative,-0.1,0.3,neutral,neutral
993470,,positive,0,1.3,neutral,positive
996485,,negative,0.1,11.8,neutral,neutral
998250,,positive,0.7,0.7,positive,neutral
999285,,positive,0.1,0.3,neutral,positive
1002922,,positive,0,0.1,neutral,positive
1003637,,positive,0.1,0.3,neutral,positive
1003943,,neutral,0.3,0.3,positive,neutral
1004485,,neutral,0,0.4,neutral,negative
1004934,,neutral,0.2,0.2,neutral,neutral
1006178,,positive,0.1,0.1,neutral,neutral
1007775,,positive,0.2,0.7,neutral,positive
1009060,,positive,0,0.1,neutral,positive
1010904,,positive,0.2,0.4,neutral,positive
1011041,,positive,0.2,0.4,neutral,positive
1011052,,positive,0.2,0.4,neutral,positive
1011293,,negative,-0.3,1.6,negative,neutral
1012843,,neutral,0,0.1,neutral,neutral
1013117,,positive,0,0,neutral,positive
1013477,,neutral,0.2,0.6,neutral,neutral
1013616,,neutral,0,0.2,neutral,neutral
1013814,,positive,0.2,0.4,neutral,positive
1014612,,negative,0.2,0.5,neutral,neutral
1016110,,negative,-0.2,1.7,neutral,neutral
1016302,,positive,0.3,0.3,positive,positive
1017946,,neutral,0,0,neutral,neutral
1018276,,positive,0.2,0.8,neutral,positive
1018596,,neutral,0.4,0.4,positive,neutral
1020120,,positive,0.2,0.5,neutral,positive
1020463,,negative,-0.1,0.4,neutral,neutral
1021239,,negative,-0.3,0.3,negative,neutral
1021685,,positive,0.2,1.3,neutral,positive
1022800,,positive,0.1,0.4,neutral,positive
1024533,,positive,0,0.1,neutral,positive
1025430,,neutral,-0.1,0.5,neutral,neutral
1025667,,neutral,0.1,0.1,neutral,neutral
1025884,,positive,0,0.1,neutral,positive
1027294,,neutral,-0.1,0.1,neutral,neutral
1028273,,positive,0.1,0.2,neutral,positive
1029210,,positive,0,0,neutral,positive
1029546,,neutral,0.3,0.3,positive,neutral
1030315,,negative,0,0.1,neutral,neutral
1031553,,positive,0.2,6.6,neutral,positive
1032603,,negative,-0.1,1.4,neutral,neutral
1033465,,neutral,0.1,0.1,neutral,neutral
1033533,,neutral,0,0,neutral,neutral
1033573,,positive,0.3,0.6,positive,positive
1035204,,positive,-0.1,0.4,neutral,neutral
1036489,,positive,0,0.2,neutral,positive
1037759,,negative,-0.3,1.7,negative,neutral
1037809,,positive,0.2,0.5,neutral,positive
1038733,,positive,0,2.9,neutral,neutral
1039737,,negative,-0.3,1.5,negative,neutral
1039900,,negative,-0.2,0.5,neutral,neutral
1041238,,neutral,0,0,neutral,neutral
1042427,,neutral,-0.4,0.4,negative,neutral
1043375,,positive,0,0,neutral,positive
1043985,,negative,-0.1,0.1,neutral,neutral
1044520,,positive,0.1,0.3,neutral,positive
1044985,,negative,-0.3,0.9,negative,negative
1045697,,neutral,0,0,neutral,positive
1046670,,neutral,0,0,neutral,positive
1047042,,neutral,0,0,neutral,neutral
1047215,,negative,-0.5,0.5,negative,neutral
1047897,,positive,0.1,0.5,neutral,positive
1049580,,positive,0.1,0.4,neutral,positive
1049620,,negative,-0.4,0.4,negative,neutral
1049906,,positive,0.1,0.3,neutral,positive
1050077,,positive,0.5,0.5,positive,positive
1050218,,neutral,0,0.3,neutral,neutral
1050531,,positive,0.3,0.6,positive,positive
1051093,,positive,0.3,0.7,positive,positive
1058959,,positive,0.6,0.6,positive,positive
1058983,,negative,-0.8,0.8,negative,negative
1059856,,positive,0.3,0.3,positive,positive
1059993,,neutral,0,0,neutral,positive
1061050,,negative,-0.3,2.7,negative,neutral
1061188,,negative,-0.5,0.5,negative,negative
1061916,,positive,0.5,0.5,positive,positive
1063084,,positive,0,0,neutral,positive
1064238,,negative,0,0.3,neutral,positive
1064554,,positive,0.4,0.9,positive,positive
1064577,,positive,0.5,1,positive,positive
1064712,,neutral,0,0,neutral,neutral
1065232,,positive,0,0.4,neutral,positive
1065887,,positive,0.3,0.6,positive,positive
1066454,,positive,0.1,0.4,neutral,positive
1067167,,positive,0.2,0.2,neutral,positive
1067176,,negative,-0.2,0.5,neutral,neutral
1068317,,positive,-0.6,0.6,negative,neutral
1068751,,negative,-0.2,0.8,neutral,negative
1069105,,negative,-0.2,0.2,neutral,negative
1069999,,positive,0.3,0.3,positive,neutral
1070604,,positive,0.4,0.4,positive,positive
1070905,,positive,0,0,neutral,positive
1071060,,positive,0.3,0.3,positive,positive
1071509,,positive,0.2,0.5,neutral,positive
1071773,,positive,0.3,0.3,positive,positive
1071794,,positive,0.1,0.3,neutral,positive
1072027,,negative,-0.4,0.9,negative,negative
1072115,,positive,0.3,0.3,positive,positive
1072705,,neutral,0.1,0.1,neutral,neutral
1072931,,positive,0.3,0.3,positive,neutral
1073317,,neutral,0.2,0.2,neutral,neutral
1073405,,negative,-0.3,1.4,negative,neutral
1074169,,neutral,0,0.1,neutral,positive
1074411,,neutral,0,0,neutral,neutral
1074629,,positive,0,0,neutral,positive
1074645,,positive,0.2,0.6,neutral,positive
1074662,,positive,0.2,0.6,neutral,positive
1074809,,positive,0,1.1,neutral,positive
1074900,,negative,0,0.2,neutral,positive
1075917,,negative,-0.1,0.6,neutral,negative
1076388,,negative,0.3,0.7,positive,neutral
1076438,,neutral,0.2,0.2,neutral,neutral
1076472,,positive,0,0.3,neutral,positive
1076524,,positive,0,0.3,neutral,positive
1076648,,positive,0.7,1.4,positive,positive
1078163,,positive,0.1,0.1,neutral,positive
1078934,,neutral,0,0,neutral,neutral
1079173,,neutral,0.1,0.4,neutral,neutral
1080991,,neutral,0,0,neutral,neutral
1081603,,neutral,0,0.1,neutral,neutral
1081651,,positive,0.3,0.6,positive,positive
1081698,,neutral,0,0,neutral,neutral
1082973,,positive,0.3,0.7,positive,positive
1084012,,positive,0.8,0.8,positive,positive
1085288,,negative,-0.1,1.1,neutral,negative
1085748,,positive,0.3,1.6,positive,positive
1086586,,positive,0,0,neutral,neutral
1086915,,neutral,0.3,0.3,positive,neutral
1087105,,neutral,-0.3,0.6,negative,neutral
1087361,,positive,0.2,0.8,neutral,positive
1087415,,positive,0.6,1.3,positive,positive
1088508,,positive,0.4,0.9,positive,positive
1089363,,positive,0,0.1,neutral,positive
1091697,,neutral,0.1,0.1,neutral,neutral
1092173,,positive,0.1,0.1,neutral,positive
1093332,,positive,0,0.1,neutral,positive
1093774,,positive,0.1,0.8,neutral,neutral
1093800,,neutral,0,0,neutral,neutral
1094013,,positive,0.2,1.2,neutral,positive
1095065,,positive,0.1,0.8,neutral,positive
1095423,,neutral,0,0,neutral,neutral
1096255,,positive,0.5,0.5,positive,positive
1096394,,neutral,0.1,0.6,neutral,negative
1097449,,positive,0.3,0.7,positive,positive
1098204,,positive,0.6,0.6,positive,positive
1098352,,positive,0.3,0.6,positive,positive
1099049,,positive,0,2.6,neutral,positive
1099171,,positive,0.4,0.4,positive,positive
1099304,,neutral,-0.1,0.1,neutral,neutral
1100391,,negative,0.2,0.9,neutral,negative
1101131,,positive,-0.1,1,neutral,neutral
1104264,,neutral,0,0.2,neutral,neutral
1104625,,positive,0.2,0.4,neutral,positive
1104780,,neutral,0,0,neutral,neutral
1106546,,neutral,0.1,0.1,neutral,neutral
1108133,,negative,0,1.1,neutral,positive
1110343,,positive,0.4,1.4,positive,positive
1110390,,positive,0.1,0.2,neutral,positive
1111317,,positive,0,1,neutral,positive
1112321,,positive,-0.1,0.6,neutral,positive
1112721,,negative,-0.7,0.7,negative,neutral
1114029,,positive,0.3,1.2,positive,neutral
1114454,,positive,0.5,1,positive,positive
1116214,,positive,0.2,0.4,neutral,positive
1118281,,positive,0.2,0.5,neutral,positive
1118578,,positive,0.1,0.3,neutral,positive
1119170,,neutral,0.3,0.3,positive,neutral
1119742,,positive,0,0.1,neutral,positive
1121672,,positive,0.2,0.5,neutral,positive
1122021,,positive,0.2,0.4,neutral,positive
1122626,,neutral,0,0,neutral,neutral
1123624,,positive,0.3,0.6,positive,positive
1124692,,positive,0.3,0.6,positive,positive
1124847,,positive,0.4,0.8,positive,positive
1124856,,neutral,-0.2,0.4,neutral,neutral
1124878,,positive,0.3,0.6,positive,positive
1124969,,positive,0.4,0.8,positive,positive
1125247,,positive,0.4,0.9,positive,positive
1126215,,positive,0.9,0.9,positive,positive
1126769,,neutral,0,0,neutral,neutral
1126848,,negative,0,1.7,neutral,positive
1127859,,neutral,0,0,neutral,neutral
1127962,,positive,0.3,0.6,positive,positive
1128258,,positive,0.4,0.8,positive,positive
1129294,,positive,0.5,1.1,positive,positive
1129303,,positive,-0.2,0.5,neutral,positive
1130077,,positive,0.6,0.6,positive,positive
1132532,,positive,0.6,0.6,positive,positive
1132533,,negative,-0.1,0.3,neutral,neutral
1135302,,negative,-0.2,0.2,neutral,neutral
1135667,,positive,0,2.8,neutral,neutral
1136869,,positive,0.3,0.7,positive,positive
1138079,,positive,0.5,0.5,positive,positive
1138846,,positive,0.2,0.5,neutral,positive
1139135,,positive,0.2,0.2,neutral,positive
1139370,,positive,0.4,0.4,positive,positive
1140055,,positive,0.3,0.7,positive,positive
1140705,,neutral,-0.2,0.2,neutral,neutral
1142711,,positive,0.1,0.6,neutral,positive
1142804,,positive,0.3,0.6,positive,positive
1143135,,neutral,-0.4,0.4,negative,neutral
1143171,,positive,0,1.6,neutral,positive
1143704,,negative,0,0,neutral,neutral
1144393,,positive,-0.2,0.5,neutral,positive
1145599,,positive,0.3,0.6,positive,positive
1145714,,neutral,-0.2,0.2,neutral,neutral
1147022,,positive,0.3,0.6,positive,positive
1147203,,positive,0.1,0.3,neutral,positive
1148549,,positive,0.3,0.7,positive,positive
1149034,,neutral,0,0,neutral,neutral
1149830,,NA,0,0,neutral,positive
1150558,,positive,0.4,0.8,positive,positive
1150872,,neutral,-0.3,0.9,negative,neutral
1151423,,positive,0.2,0.4,neutral,positive
1151891,,neutral,0.2,0.2,neutral,neutral
1152135,,positive,0.4,0.8,positive,positive
1152846,,positive,0.4,0.8,positive,positive
1152903,,negative,0,2.1,neutral,neutral
1153084,,positive,0.2,0.4,neutral,positive
1153468,,positive,0.4,0.8,positive,positive
1154691,,positive,0,0.4,neutral,positive
1155351,,positive,0.6,0.6,positive,positive
1155501,,neutral,0,0.9,neutral,neutral
1155726,,positive,0.1,0.3,neutral,positive
1155828,,positive,0.1,0.3,neutral,positive
1155851,,negative,0,0.5,neutral,negative
1156651,,positive,0.4,0.8,positive,positive
1158126,,positive,0.3,0.7,positive,positive
1159101,,neutral,0.1,0.2,neutral,neutral
1159425,,positive,0.3,0.7,positive,positive
1159442,,neutral,0,0,neutral,neutral
1159498,,positive,0.4,0.8,positive,positive
1159836,,positive,0.4,0.8,positive,positive
1161944,,positive,0.3,0.7,positive,neutral
1165173,,positive,0.5,0.5,positive,positive
1165205,,negative,-0.2,1.1,neutral,negative
1165870,,positive,0.4,1.3,positive,positive
1166561,,positive,0.3,1.1,positive,positive
1167340,,positive,0.1,0.1,neutral,positive
1167646,,negative,-0.1,1,neutral,neutral
1170628,,neutral,0,0,neutral,neutral
1170646,,positive,0,1,neutral,positive
1170669,,neutral,-0.4,0.8,negative,negative
1171357,,neutral,-0.1,0.1,neutral,neutral
1171432,,negative,-0.2,0.8,neutral,negative
1171766,,neutral,-0.2,0.2,neutral,neutral
1173057,,neutral,-0.5,0.5,negative,neutral
1175603,,neutral,0.1,0.1,neutral,neutral
1177834,,positive,0.1,0.3,neutral,positive
1177863,,positive,0,0.4,neutral,positive
1178233,,neutral,-0.7,0.7,negative,neutral
1179679,,neutral,0.4,0.4,positive,neutral
1180274,,neutral,0.3,0.3,positive,neutral
1180530,,positive,0,0.1,neutral,positive
1184409,,NA,0.1,0.1,neutral,neutral
1184680,,negative,0.1,1.5,neutral,neutral
1186676,,neutral,0.2,0.2,neutral,neutral
1187270,,neutral,-0.1,0.3,neutral,neutral
1188240,,neutral,0.2,0.4,neutral,neutral
1188438,,positive,0.5,1.5,positive,positive
1189219,,neutral,-0.4,0.4,negative,neutral
1190335,,neutral,0.1,0.1,neutral,positive
1191038,,negative,-0.1,2.6,neutral,negative
1192084,,neutral,0.4,0.4,positive,neutral
1192187,,positive,0,1.1,neutral,positive
1193801,,positive,0.1,1.5,neutral,neutral
1194795,,negative,-0.3,0.6,negative,neutral
1196580,,NA,0.3,0.3,positive,positive
1198663,,positive,0,0,neutral,positive
1199755,,neutral,-0.4,0.4,negative,neutral
1201074,,positive,-0.1,6.3,neutral,positive
1201077,,negative,-0.2,1.6,neutral,neutral
1201196,,neutral,0.2,0.2,neutral,neutral
1202697,,negative,-0.1,1.9,neutral,positive
1203934,,positive,0,0,neutral,positive
1204000,,neutral,0.2,0.2,neutral,neutral
1205126,,positive,0.1,0.1,neutral,neutral
1206141,,negative,-0.6,0.6,negative,neutral
1207220,,positive,0.3,0.6,positive,positive
1207857,,positive,0.1,0.6,neutral,positive
1208992,,positive,0.1,0.3,neutral,positive
1210112,,NA,0,0,neutral,neutral
1211791,,positive,0.8,0.8,positive,positive
1212455,,neutral,0,0,neutral,neutral
1213449,,negative,-0.1,1.1,neutral,neutral
1215309,,positive,-0.2,0.2,neutral,neutral
1216564,,neutral,0,0.1,neutral,neutral
1218015,,negative,-0.6,1.2,negative,neutral
1218021,,neutral,0.5,0.5,positive,neutral
1218432,,positive,0,0,neutral,positive
1218950,,negative,-0.3,2.3,negative,positive
1320163,,positive,0.6,2,positive,neutral
1324575,,positive,0.4,0.8,positive,positive
1327574,,positive,0,0.1,neutral,neutral
1327859,,positive,0.3,0.7,positive,positive
1328353,,positive,-0.4,1.4,negative,positive
1330021,,negative,-0.2,0.2,neutral,negative
1331878,,negative,0.1,0.1,neutral,neutral
1332525,,negative,-0.4,0.4,negative,neutral
1332701,,positive,0,0,neutral,positive
1337051,,negative,0.2,0.4,neutral,neutral
1338582,,negative,-0.6,0.6,negative,negative
1339225,,neutral,0.1,0.2,neutral,neutral
1341723,,positive,-0.2,0.4,neutral,positive
1347851,,positive,0,0,neutral,positive
1349185,,positive,0,0.8,neutral,positive
1349722,,neutral,0.6,0.6,positive,neutral
1350243,,positive,0.1,0.9,neutral,neutral
1351265,,positive,0.4,1.9,positive,positive
1351739,,negative,-0.3,0.3,negative,neutral
1355355,,positive,0.4,1.4,positive,positive
1355917,,positive,0.5,0.5,positive,neutral
1356281,,positive,0,0,neutral,positive
1356333,,positive,0,0,neutral,positive
1356833,,positive,0,0.4,neutral,positive
1358959,,neutral,0.4,0.4,positive,neutral
1358963,,neutral,0.4,0.4,positive,neutral
1361520,,neutral,0.2,0.2,neutral,neutral
1361901,,negative,0,1.6,neutral,negative
1362093,,negative,-0.2,1.5,neutral,neutral
1375057,,neutral,0,1,neutral,neutral
1376572,,positive,0,1.1,neutral,positive
1376945,,neutral,0.2,0.7,neutral,neutral
1377368,,positive,0.1,1.5,neutral,positive
1378438,,positive,0.1,1.3,neutral,positive
1378819,,positive,0.4,0.4,positive,positive
1379859,,positive,-0.1,0.5,neutral,positive
1380731,,neutral,0.1,0.8,neutral,positive
1380806,,neutral,0.4,0.4,positive,neutral
1388894,,positive,0.3,2.6,positive,neutral
1389143,,positive,-0.1,1.2,neutral,positive
1390744,,neutral,0.4,0.4,positive,neutral
1391491,,positive,0,0.6,neutral,negative
1392372,,neutral,0.1,0.1,neutral,neutral
1392412,,positive,0,0.3,neutral,positive
1393704,,neutral,0,1,neutral,neutral
1395382,,neutral,0.1,0.1,neutral,neutral
1396288,,positive,0.4,0.4,positive,positive
1397413,,neutral,0.2,0.4,neutral,neutral
1397802,,neutral,0,0,neutral,neutral
1398978,,positive,0.6,1.3,positive,positive
1400297,,neutral,-0.2,0.2,neutral,neutral
1401118,,neutral,0.4,0.4,positive,neutral
1403957,,positive,-0.2,0.7,neutral,positive
1404144,,positive,0.2,0.4,neutral,positive
1405014,,neutral,0.4,0.4,positive,neutral
1405105,,positive,0.3,1,positive,positive
1405292,,neutral,0.1,0.1,neutral,neutral
1406087,,neutral,0.4,0.9,positive,neutral
1407085,,positive,0.4,0.8,positive,positive
1407117,,negative,-0.3,1.3,negative,neutral
1408248,,positive,0.1,1,neutral,positive
1411459,,negative,-0.4,1.9,negative,neutral
1411823,,neutral,0,0,neutral,neutral
1412190,,neutral,0.5,0.5,positive,neutral
1412407,,positive,0.5,1.5,positive,positive
1414227,,positive,0.4,0.4,positive,positive
1415583,,neutral,0.2,0.4,neutral,neutral
1416053,,neutral,0.4,0.4,positive,neutral
1417277,,neutral,-0.1,0.6,neutral,neutral
1421490,,positive,0.2,2.7,neutral,positive
1421523,,positive,0.3,1.2,positive,positive
1421807,,neutral,0.4,0.9,positive,neutral
1422917,,neutral,0.3,0.7,positive,positive
1422949,,neutral,0,0,neutral,neutral
1423285,,positive,0,0.3,neutral,positive
1423498,,neutral,0.4,0.4,positive,neutral
1423751,,positive,0.4,0.8,positive,positive
1424939,,negative,-0.2,0.4,neutral,neutral
1425944,,negative,-0.2,0.5,neutral,neutral
1429456,,negative,-0.2,0.5,neutral,neutral
1433103,,positive,0.9,0.9,positive,positive
1433122,,negative,0,1.7,neutral,negative
1433323,,negative,0.1,3.8,neutral,neutral
1433941,,positive,0.1,1.8,neutral,negative
1435864,,neutral,0.1,0.1,neutral,neutral
1435985,,positive,0.4,0.8,positive,positive
1436086,,neutral,-0.9,0.9,negative,neutral
1437793,,positive,0.9,0.9,positive,positive
1439944,,neutral,0.1,0.1,neutral,neutral
1441302,,positive,0,0.8,neutral,positive
1441645,,positive,0,0,neutral,positive
1442147,,neutral,-0.2,0.2,neutral,neutral
1442450,,positive,0.2,0.6,neutral,positive
1445709,,positive,0,0.3,neutral,positive
1445959,,negative,0,0,neutral,negative
1447105,,positive,0.1,0.3,neutral,positive
1447265,,neutral,0,0.4,neutral,neutral
1454706,,negative,-0.4,0.4,negative,negative
1455325,,neutral,-0.2,2.6,neutral,neutral
1455392,,negative,-0.2,0.8,neutral,neutral
1455558,,positive,0.5,0.5,positive,positive
1455985,,negative,-0.4,2.6,negative,neutral
1456725,,neutral,-0.5,0.5,negative,neutral
1457183,,neutral,0,0,neutral,neutral
1457506,,positive,0.1,0.2,neutral,positive
1457628,,positive,0.6,0.6,positive,positive
1460104,,positive,0.1,0.3,neutral,positive
1460174,,positive,0.2,1.1,neutral,positive
1460473,,positive,0,0.1,neutral,positive
1461630,,neutral,0,0,neutral,neutral
1463473,,negative,-0.2,0.2,neutral,neutral
1466978,,positive,0.2,1,neutral,positive
1467541,,negative,-0.1,0.7,neutral,negative
1468812,,negative,-0.4,1.2,negative,negative
1470173,,neutral,0.1,0.1,neutral,neutral
1470431,,negative,-0.4,0.9,negative,negative
1471143,,positive,0.9,0.9,positive,positive
1471817,,negative,-0.4,0.8,negative,negative
1473279,,positive,0.1,1.2,neutral,neutral
1473763,,positive,-0.3,0.3,negative,positive
1473899,,positive,0.8,0.8,positive,positive
1474234,,negative,-0.4,1.4,negative,neutral
1474258,,negative,-0.1,0.5,neutral,neutral
1474509,,positive,0.2,0.2,neutral,neutral
1475951,,neutral,-0.7,0.7,negative,neutral
1477427,,positive,0.4,0.4,positive,neutral
1478766,,negative,-0.1,5.5,neutral,neutral
1479934,,positive,-0.7,0.7,negative,neutral
1480496,,neutral,0.1,0.1,neutral,neutral
1480856,,neutral,0.2,0.2,neutral,neutral
1481112,,neutral,-0.7,0.7,negative,neutral
1483353,,negative,-0.1,1.3,neutral,neutral
1483672,,positive,0.8,0.8,positive,neutral
1484850,,positive,-0.5,1,negative,neutral
1496711,,positive,0.2,2.8,neutral,neutral
1499435,,neutral,-0.1,0.1,neutral,neutral
1500634,,positive,0.6,0.6,positive,positive
1500841,,neutral,-0.3,0.3,negative,neutral
1504416,,neutral,-0.2,0.2,neutral,neutral
1506965,,neutral,0.1,0.1,neutral,neutral
1507726,,positive,0,4.5,neutral,positive
1508517,,positive,0.2,0.9,neutral,positive
1508939,,positive,0,0,neutral,positive
1509109,,neutral,0.2,0.2,neutral,neutral
1509174,,positive,0.8,0.8,positive,positive
1509314,,positive,-0.1,1.1,neutral,positive
1509354,,neutral,0.4,0.4,positive,neutral
1510437,,negative,-0.5,0.5,negative,neutral
1511310,,neutral,-0.3,0.3,negative,neutral
1511492,,negative,0,1.3,neutral,neutral
1511853,,positive,0.2,0.7,neutral,positive
1511987,,positive,0.2,1,neutral,positive
1513110,,positive,0.8,0.8,positive,positive
1513271,,positive,0.4,0.4,positive,positive
1513662,,positive,0.4,0.4,positive,positive
1515267,,neutral,0.5,0.5,positive,neutral
1516129,,positive,0.5,0.5,positive,positive
1517029,,negative,-0.4,0.9,negative,neutral
1518373,,neutral,0,0,neutral,neutral
1519180,,positive,-0.1,0.7,neutral,neutral
1520797,,negative,-0.2,1.1,neutral,negative
1522055,,negative,0,0.3,neutral,neutral
1522457,,negative,-0.1,0.1,neutral,negative
1523371,,negative,-0.7,2.3,negative,neutral
1523476,,positive,0.7,0.7,positive,positive
1524970,,negative,-0.1,0.8,neutral,negative
1526204,,NA,0.1,0.1,neutral,neutral
1526436,,positive,0.3,0.9,positive,positive
1529939,,neutral,-0.1,0.3,neutral,neutral
1530710,,positive,0.9,0.9,positive,positive
1533314,,negative,-0.2,3,neutral,neutral
1533520,,negative,-0.3,1.8,negative,negative
1534165,,negative,-0.5,0.5,negative,neutral
1534433,,positive,-0.1,2.3,neutral,neutral
1535412,,positive,0.6,0.6,positive,positive
1536823,,negative,-0.2,0.5,neutral,neutral
1537248,,neutral,0,0,neutral,positive
1538047,,positive,0,1.1,neutral,positive
1538149,,negative,-0.4,1.6,negative,neutral
1538651,,positive,0.4,0.9,positive,positive
1540035,,negative,-0.4,3,negative,neutral
1540050,,neutral,0,0,neutral,neutral
1540430,,negative,-0.6,0.6,negative,neutral
1540816,,positive,0.7,0.7,positive,positive
1540960,,positive,0.6,0.6,positive,positive
1543961,,neutral,-0.5,0.5,negative,neutral
1547054,,negative,0.1,1.1,neutral,neutral
1548407,,neutral,0,0,neutral,neutral
1548658,,positive,0,1.6,neutral,negative
1548826,,positive,0.8,0.8,positive,positive
1549222,,positive,0.8,0.8,positive,positive
1550751,,positive,0.1,0.1,neutral,neutral
1551708,,negative,0.1,0.9,neutral,neutral
1552080,,positive,0,1.1,neutral,neutral
1552257,,positive,0.3,0.3,positive,neutral
1553512,,neutral,0,0,neutral,neutral
1554393,,negative,0,0,neutral,neutral
1555229,,negative,-0.1,1.1,neutral,neutral
1557072,,positive,0.8,0.8,positive,positive
1557184,,negative,0,5.1,neutral,neutral
1557840,,positive,0,0.5,neutral,positive
1558536,,negative,-0.1,1.2,neutral,neutral
1558937,,positive,0.8,0.8,positive,positive
1559752,,negative,-0.1,2.6,neutral,positive
1560872,,negative,-0.2,2.1,neutral,neutral
1561443,,neutral,-0.1,0.1,neutral,neutral
1562012,,negative,0.1,3.9,neutral,neutral
1562176,,positive,0.3,0.7,positive,positive
1563111,,negative,-0.7,0.7,negative,neutral
1563297,,positive,0.5,0.5,positive,neutral
1563635,,negative,-0.2,0.4,neutral,neutral
1563770,,negative,-0.3,0.7,negative,neutral
1563825,,negative,0,1.4,neutral,neutral
1563972,,positive,0,0.1,neutral,positive
1564293,,negative,-0.3,1.1,negative,neutral
1564671,,neutral,0.2,0.2,neutral,neutral
1565662,,neutral,0,0,neutral,neutral
1565919,,NA,0.2,0.2,neutral,positive
1566287,,positive,0.7,0.7,positive,positive
1570501,,negative,-0.5,0.5,negative,neutral
1570520,,positive,0,1,neutral,negative
1571197,,neutral,0.2,0.5,neutral,neutral
1575695,,positive,-0.2,1.2,neutral,positive
1575779,,negative,-0.4,2.3,negative,neutral
1576845,,positive,0.3,0.3,positive,neutral
1578616,,neutral,0.1,0.1,neutral,neutral
1579090,,neutral,-0.5,0.5,negative,neutral
1579945,,positive,0,0.3,neutral,positive
1580667,,positive,0.9,0.9,positive,positive
1581127,,positive,0.5,0.5,positive,positive
1581216,,negative,0,0.9,neutral,neutral
1581360,,positive,0.3,0.3,positive,positive
1581829,,negative,0,0.7,neutral,neutral
1582171,,positive,0.6,1.2,positive,negative
1582476,,positive,0,0,neutral,positive
1582709,,negative,0.1,2.2,neutral,positive
1584626,,negative,-0.2,0.8,neutral,neutral
1585426,,negative,-0.1,1.1,neutral,negative
1585807,,positive,0.4,1.9,positive,positive
1585869,,positive,0.3,0.3,positive,positive
1586135,,negative,0,0.2,neutral,neutral
1586226,,positive,0.4,0.4,positive,positive
1589197,,neutral,-0.2,0.2,neutral,neutral
1589526,,positive,0.5,1.1,positive,positive
1589640,,neutral,-0.2,0.2,neutral,neutral
1590858,,positive,0.1,0.1,neutral,positive
1590926,,neutral,-0.2,0.2,neutral,neutral
1591920,,neutral,-0.2,0.2,neutral,neutral
1592293,,neutral,-0.2,0.2,neutral,neutral
1592465,,neutral,-0.2,0.2,neutral,neutral
1592674,,positive,0,0,neutral,neutral
1593518,,negative,-0.1,0.5,neutral,neutral
1593856,,positive,0.4,0.4,positive,positive
1595144,,negative,0,0.1,neutral,neutral
1597594,,positive,0.4,1.4,positive,positive
1598066,,neutral,-0.2,0.2,neutral,neutral
1598728,,positive,0,0,neutral,neutral
1601156,,neutral,-0.5,0.5,negative,neutral
1601342,,positive,0,0,neutral,positive
1601377,,negative,-0.5,1,negative,negative
1602642,,neutral,-0.2,0.2,neutral,neutral
1602714,,negative,-0.2,1.2,neutral,neutral
1603194,,negative,0,1.3,neutral,neutral
1603870,,negative,-0.1,0.6,neutral,negative
1604781,,negative,-0.1,0.5,neutral,neutral
1605847,,negative,0,0,neutral,neutral
1606751,,positive,0.2,0.5,neutral,positive
1606997,,positive,0,0,neutral,neutral
1607390,,positive,0,0.3,neutral,neutral
1608525,,positive,0.5,1,positive,positive
1608553,,neutral,-0.1,0.1,neutral,negative
1608891,,positive,0.1,0.3,neutral,positive
1609019,,positive,0,0.1,neutral,positive
1609721,,neutral,0.3,0.3,positive,positive
1610375,,positive,0.1,1.2,neutral,positive
1610384,,neutral,0.4,0.4,positive,neutral
1610806,,neutral,0,0,neutral,neutral
1610933,,neutral,-0.1,0.1,neutral,neutral
1611174,,positive,0.6,1.2,positive,positive
1611541,,negative,-0.1,1.3,neutral,neutral
1611685,,positive,0.6,0.6,positive,positive
1612177,,positive,0.8,0.8,positive,positive
1612974,,positive,0.3,1.1,positive,positive
1613149,,positive,0,0,neutral,positive
1613419,,positive,0.4,0.4,positive,neutral
1614062,,negative,-0.8,0.8,negative,neutral
1614815,,positive,0.5,1,positive,positive
1615759,,positive,0.2,0.5,neutral,positive
1616954,,neutral,-0.6,0.6,negative,neutral
1616996,,positive,0,0.8,neutral,positive
1619189,,positive,0,0,neutral,positive
1619496,,positive,0.4,0.8,positive,positive
1622483,,positive,0.3,0.3,positive,positive
